time	event	lat	lng	x	y	accuracy
1425808369723	gps	52.89176170248538	-1.156674725934863	-128760.44150451822	6928902.083249999	10
1425808370610	gps	52.89176270831376	-1.1566522624343634	-128757.94087908117	6928902.268381949	10
1425808371604	gps	52.89176404941827	-1.1566329840570688	-128755.79481993741	6928902.515224552	10
1425808372600	gps	52.891761283390224	-1.156618483364582	-128754.18061023363	6928902.006111688	10
1425808373635	gps	52.89176061283797	-1.1565939243882895	-128751.44671749833	6928901.882690393	10
1425808374699	gps	52.89175688289106	-1.1565721314400434	-128749.02073759671	6928901.196159475	15
1425808375934	gps	52.89175365585834	-1.1565408669412136	-128745.54038950708	6928900.60219457	15
1425808376604	gps	52.891754787415266	-1.156513961032033	-128742.54523739775	6928900.810467971	15
1425808377595	gps	52.891760780476034	-1.1564925871789455	-128740.16591095575	6928901.9135457175	15
1425808378620	gps	52.89177343714982	-1.156467441469431	-128737.36670337695	6928904.243122999	15
1425808379599	gps	52.89178299251944	-1.1564484145492315	-128735.248636309	6928906.001877158	15
1425808380694	gps	52.89178634528071	-1.1564316507428885	-128733.38249792314	6928906.618983975	15
1425808381696	gps	52.891783034428954	-1.1564117018133402	-128731.16179324394	6928906.009590994	15
1425808382601	gps	52.89177926257253	-1.156392926350236	-128729.07171825178	6928905.315345883	15
